(AICL) root@4c91ca1b33d2:~/conda/share/doc/2026# CUDA_VISIBLE_DEVICES=0 sh ./scripts/train.sh
epoch=  438  step= 5700  Loss=0.4933  cls_acc=91.90  best_map=46.39
[0.7247 0.6667 0.5771 0.4765 0.3608 0.2376 0.1364]
epoch=  442  step= 5750  Loss=0.4601  cls_acc=90.00  best_map=46.39
[0.7245 0.6654 0.5746 0.4740 0.3522 0.2345 0.1360]
epoch=  446  step= 5800  Loss=0.4683  cls_acc=90.00  best_map=46.39
[0.7287 0.6708 0.5801 0.4823 0.3606 0.2402 0.1381]
epoch=  449  step= 5850  Loss=0.4695  cls_acc=91.90  best_map=46.39
[0.7201 0.6660 0.5736 0.4714 0.3513 0.2351 0.1316]
epoch=  453  step= 5900  Loss=0.4580  cls_acc=91.43  best_map=46.39
[0.7220 0.6645 0.5710 0.4741 0.3508 0.2345 0.1294]
epoch=  457  step= 5950  Loss=0.4626  cls_acc=90.48  best_map=46.39
[0.7055 0.6520 0.5637 0.4614 0.3460 0.2328 0.1278]
epoch=  461  step= 6000  Loss=0.4571  cls_acc=87.62  best_map=46.39
[0.7187 0.6596 0.5701 0.4735 0.3492 0.2304 0.1314]
epoch=  465  step= 6050  Loss=0.4479  cls_acc=91.90  best_map=46.39
[0.7213 0.6668 0.5776 0.4774 0.3553 0.2395 0.1333]
epoch=  469  step= 6100  Loss=0.4329  cls_acc=90.95  best_map=46.39
[0.7193 0.6646 0.5734 0.4707 0.3517 0.2365 0.1327]
epoch=  473  step= 6150  Loss=0.4421  cls_acc=90.48  best_map=46.39
[0.7084 0.6535 0.5614 0.4590 0.3392 0.2279 0.1238]
epoch=  476  step= 6200  Loss=0.4409  cls_acc=88.57  best_map=46.39
[0.7095 0.6536 0.5619 0.4651 0.3451 0.2310 0.1297]
epoch=  480  step= 6250  Loss=0.4206  cls_acc=91.43  best_map=46.39
[0.7198 0.6648 0.5683 0.4706 0.3491 0.2311 0.1284]
epoch=  484  step= 6300  Loss=0.4210  cls_acc=92.38  best_map=46.39
[0.7225 0.6653 0.5752 0.4740 0.3531 0.2321 0.1289]
epoch=  488  step= 6350  Loss=0.4134  cls_acc=91.90  best_map=46.39
[0.7153 0.6598 0.5673 0.4704 0.3503 0.2370 0.1294]
epoch=  492  step= 6400  Loss=0.4078  cls_acc=91.43  best_map=46.39
